src,relation,dst,extra_json
stateread:spank_chain_payment.settleVC.2.1,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 2, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.2""}"
require:spank_chain_payment.settleVC.3.1,readsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 3, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.3""}"
stateread:spank_chain_payment.settleVC.3.1,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 3, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.3""}"
require:spank_chain_payment.settleVC.4.1,readsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 4, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.4""}"
stateread:spank_chain_payment.settleVC.4.1,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 4, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.4""}"
stateread:spank_chain_payment.settleVC.4.4,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 4, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.4""}"
require:spank_chain_payment.settleVC.5.1,readsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 5, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.5""}"
stateread:spank_chain_payment.settleVC.5.1,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 5, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.5""}"
stateread:spank_chain_payment.settleVC.5.5,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 5, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.5""}"
require:spank_chain_payment.settleVC.6.1,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 6, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.6""}"
stateread:spank_chain_payment.settleVC.6.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 6, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.6""}"
stmt:spank_chain_payment.settleVC.7,readsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 7, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.7""}"
stateread:spank_chain_payment.settleVC.7.1,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 7, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.7""}"
stateread:spank_chain_payment.settleVC.7.3,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 7, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.7""}"
require:spank_chain_payment.settleVC.8.1,readsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 8, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.8""}"
stateread:spank_chain_payment.settleVC.8.1,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 8, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.8""}"
stmt:spank_chain_payment.settleVC.9,readsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 9, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.9""}"
stateread:spank_chain_payment.settleVC.9.1,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 9, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.9""}"
stmt:spank_chain_payment.settleVC.10,readsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 10, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.10""}"
stateread:spank_chain_payment.settleVC.10.1,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 10, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.10""}"
stmt:spank_chain_payment.settleVC.11,readsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 11, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.11""}"
stateread:spank_chain_payment.settleVC.11.1,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 11, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.11""}"
stmt:spank_chain_payment.settleVC.12,readsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 12, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.12""}"
stateread:spank_chain_payment.settleVC.12.1,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 12, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.12""}"
stmt:spank_chain_payment.settleVC.13,readsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 13, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.13""}"
stateread:spank_chain_payment.settleVC.13.1,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 13, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.13""}"
stmt:spank_chain_payment.settleVC.14,readsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 14, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.14""}"
stateread:spank_chain_payment.settleVC.14.1,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 14, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.14""}"
stmt:spank_chain_payment.settleVC.15,readsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 15, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.15""}"
stateread:spank_chain_payment.settleVC.15.1,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 15, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.15""}"
stmt:spank_chain_payment.settleVC.15,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 15, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.15""}"
stateread:spank_chain_payment.settleVC.15.2,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 15, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.15""}"
stmt:spank_chain_payment.settleVC.16,readsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 16, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.16""}"
stateread:spank_chain_payment.settleVC.16.3,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 16, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.settleVC.16""}"
require:spank_chain_payment.closeVirtualChannel.1.1,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 1, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.1""}"
stateread:spank_chain_payment.closeVirtualChannel.1.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 1, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.1""}"
require:spank_chain_payment.closeVirtualChannel.2.1,readsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 2, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.2""}"
stateread:spank_chain_payment.closeVirtualChannel.2.1,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 2, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.2""}"
require:spank_chain_payment.closeVirtualChannel.3.1,readsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 3, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.3""}"
stateread:spank_chain_payment.closeVirtualChannel.3.1,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 3, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.3""}"
require:spank_chain_payment.closeVirtualChannel.4.1,readsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 4, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.4""}"
stateread:spank_chain_payment.closeVirtualChannel.4.1,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 4, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.4""}"
stmt:spank_chain_payment.closeVirtualChannel.5,writesStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 5, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.5""}"
statewrite:spank_chain_payment.closeVirtualChannel.5,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 5, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.5""}"
stmt:spank_chain_payment.closeVirtualChannel.5,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 5, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.5""}"
stateread:spank_chain_payment.closeVirtualChannel.5.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 5, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.5""}"
stmt:spank_chain_payment.closeVirtualChannel.6,readsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 6, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.6""}"
stateread:spank_chain_payment.closeVirtualChannel.6.1,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 6, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.6""}"
stmt:spank_chain_payment.closeVirtualChannel.7,readsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 7, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.7""}"
stateread:spank_chain_payment.closeVirtualChannel.7.1,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 7, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.7""}"
stmt:spank_chain_payment.closeVirtualChannel.7,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 7, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.7""}"
stateread:spank_chain_payment.closeVirtualChannel.7.2,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 7, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.7""}"
stmt:spank_chain_payment.closeVirtualChannel.8,writesStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 8, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.8""}"
statewrite:spank_chain_payment.closeVirtualChannel.8,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 8, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.8""}"
stmt:spank_chain_payment.closeVirtualChannel.8,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 8, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.8""}"
stateread:spank_chain_payment.closeVirtualChannel.8.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 8, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.8""}"
stmt:spank_chain_payment.closeVirtualChannel.8,readsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 8, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.8""}"
stateread:spank_chain_payment.closeVirtualChannel.8.3,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 8, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.8""}"
statewrite:spank_chain_payment.closeVirtualChannel.9,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 9, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.9""}"
stateread:spank_chain_payment.closeVirtualChannel.9.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 9, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.9""}"
stateread:spank_chain_payment.closeVirtualChannel.9.3,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 9, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.9""}"
statewrite:spank_chain_payment.closeVirtualChannel.10,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 10, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.10""}"
stateread:spank_chain_payment.closeVirtualChannel.10.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 10, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.10""}"
stateread:spank_chain_payment.closeVirtualChannel.10.3,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 10, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.10""}"
statewrite:spank_chain_payment.closeVirtualChannel.11,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 11, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.11""}"
stateread:spank_chain_payment.closeVirtualChannel.11.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 11, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.11""}"
stateread:spank_chain_payment.closeVirtualChannel.11.3,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 11, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.11""}"
stateread:spank_chain_payment.closeVirtualChannel.12.1,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 12, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.12""}"
stateread:spank_chain_payment.closeVirtualChannel.12.2,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 12, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.12""}"
statewrite:spank_chain_payment.closeVirtualChannel.13,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 13, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.13""}"
stateread:spank_chain_payment.closeVirtualChannel.13.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 13, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.13""}"
stateread:spank_chain_payment.closeVirtualChannel.13.3,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 13, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.13""}"
statewrite:spank_chain_payment.closeVirtualChannel.14,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 14, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.14""}"
stateread:spank_chain_payment.closeVirtualChannel.14.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 14, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.14""}"
stateread:spank_chain_payment.closeVirtualChannel.14.3,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 14, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.14""}"
statewrite:spank_chain_payment.closeVirtualChannel.15,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 15, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.15""}"
stateread:spank_chain_payment.closeVirtualChannel.15.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 15, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.15""}"
stateread:spank_chain_payment.closeVirtualChannel.15.3,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 15, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.15""}"
statewrite:spank_chain_payment.closeVirtualChannel.16,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 16, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.16""}"
stateread:spank_chain_payment.closeVirtualChannel.16.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 16, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.16""}"
stateread:spank_chain_payment.closeVirtualChannel.16.3,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 16, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.16""}"
stateread:spank_chain_payment.closeVirtualChannel.19.1,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 19, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.19""}"
stateread:spank_chain_payment.closeVirtualChannel.19.3,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 19, ""state_var"": ""virtualChannels"", ""index"": ""_vcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.closeVirtualChannel.19""}"
stmt:spank_chain_payment.byzantineCloseChannel.1,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 1, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.byzantineCloseChannel.1""}"
stateread:spank_chain_payment.byzantineCloseChannel.1.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 1, ""state_var"": ""Channels"", ""index"": ""_lcID"", ""evidence_ref"": ""raw_ir:spank_chain_payment.byzantineCloseChannel.1""}"
stmt:spank_chain_payment.getChannel.1,readsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 1, ""state_var"": ""Channels"", ""index"": ""id"", ""evidence_ref"": ""raw_ir:spank_chain_payment.getChannel.1""}"
stateread:spank_chain_payment.getChannel.1.1,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 1, ""state_var"": ""Channels"", ""index"": ""id"", ""evidence_ref"": ""raw_ir:spank_chain_payment.getChannel.1""}"
stmt:spank_chain_payment.getVirtualChannel.1,readsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 1, ""state_var"": ""virtualChannels"", ""index"": ""id"", ""evidence_ref"": ""raw_ir:spank_chain_payment.getVirtualChannel.1""}"
stateread:spank_chain_payment.getVirtualChannel.1.1,targetsStateVar,statevar:spank_chain_payment.virtualChannels,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 1, ""state_var"": ""virtualChannels"", ""index"": ""id"", ""evidence_ref"": ""raw_ir:spank_chain_payment.getVirtualChannel.1""}"
commit:spank_chain_payment.joinChannel.11,commitsVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 11, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_20"", ""post_version"": ""Channels_21"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.joinChannel.11""}"
statewrite:spank_chain_payment.joinChannel.11,preStateVersion,version:spank_chain_payment.Channels_20,"{""_layers"": [""stage3_ssa""], ""ssa_stmt_index"": 11, ""base_state_var"": ""Channels"", ""pre_version"": ""Channels_20"", ""post_version"": ""Channels_21"", ""evidence_ref"": ""raw_ssa:spank_chain_payment.joinChannel.11""}"
